Mod:Item:MetaData, Localized Name
Avaritia:Infinity_Pants, 无尽护腿
Avaritia:Infinity_Shoes, 无尽靴子
Avaritia:Matter_Cluster, 物质团
Avaritia:Infinity_Bow, 天堂陨落长弓
Avaritia:Infinity_Shovel, 星球吞噬之铲
Avaritia:Infinity_Axe, 自然荒芜之斧
ImmersiveEngineering:metal:0, 铜锭
ImmersiveEngineering:metal:1, 铝锭
ImmersiveEngineering:metal:2, 铅锭
ImmersiveEngineering:metal:3, 银锭
ImmersiveEngineering:metal:4, 镍锭
ImmersiveEngineering:metal:5, 康铜锭
ImmersiveEngineering:metal:6, 琥珀金锭
ImmersiveEngineering:metal:7, 钢锭
ImmersiveEngineering:metal:8, 铁粉
ImmersiveEngineering:metal:9, 金粉
ImmersiveEngineering:metal:10, 铜粉
ImmersiveEngineering:metal:11, 铝粉
ImmersiveEngineering:metal:12, 铅粉
ImmersiveEngineering:metal:13, 银粉
ImmersiveEngineering:metal:14, 镍粉
ImmersiveEngineering:metal:15, 康铜粉
ImmersiveEngineering:metal:16, 琥珀金粉
ImmersiveEngineering:metal:17, 焦煤粉
ImmersiveEngineering:metal:18, 下界石英粉
ImmersiveEngineering:metal:19, HOP石墨粉
ImmersiveEngineering:metal:20, HOP石墨锭
ImmersiveEngineering:metal:21, 铁粒
ImmersiveEngineering:metal:22, 铜粒
ImmersiveEngineering:metal:23, 铝粒
ImmersiveEngineering:metal:24, 铅粒
ImmersiveEngineering:metal:25, 银粒
ImmersiveEngineering:metal:26, 镍粒
ImmersiveEngineering:metal:27, 康铜粒
ImmersiveEngineering:metal:28, 琥珀金粒
ImmersiveEngineering:metal:29, 钢粒
ImmersiveEngineering:metal:30, 铁板
ImmersiveEngineering:metal:32, 铝板
ImmersiveEngineering:metal:33, 铅板
ImmersiveEngineering:metal:36, 康铜板
ImmersiveEngineering:metal:38, 钢板
ImmersiveEngineering:material:0, 防腐木棍
ImmersiveEngineering:material:1, 水车部件
ImmersiveEngineering:material:2, 风车叶片
ImmersiveEngineering:material:3, 工业大麻纤维
ImmersiveEngineering:material:4, 坚韧布料
ImmersiveEngineering:material:5, 改良风车叶片
ImmersiveEngineering:material:6, 焦煤
ImmersiveEngineering:material:7, 枪管
ImmersiveEngineering:material:8, 左筒
ImmersiveEngineering:material:9, 握柄
ImmersiveEngineering:material:10, 击锤
ImmersiveEngineering:material:11, 铁质机械零件
ImmersiveEngineering:material:12, 钢质机械零件
ImmersiveEngineering:material:13, 矿渣
ImmersiveEngineering:material:14, 铁杆
ImmersiveEngineering:material:15, 钢杆
ImmersiveEngineering:material:16, 铝杆
ImmersiveEngineering:seed:0, 工业大麻种子
ImmersiveEngineering:coil:0, 低压线圈
ImmersiveEngineering:coil:1, 中压线圈
ImmersiveEngineering:coil:2, 高压线圈
ImmersiveEngineering:coil:3, 麻绳线圈
ImmersiveEngineering:coil:4, 钢线圈
ImmersiveEngineering:tool:0, 工程师锤
ImmersiveEngineering:tool:1, 工程师剪线钳
ImmersiveEngineering:tool:2, 工程师电表
ImmersiveEngineering:tool:3, 工程师手册
ImmersiveEngineering:toolbox, 工程师工具箱
ImmersiveEngineering:revolver:0, 左轮手枪
ImmersiveEngineering:revolver:1, 左轮快速装弹器
ImmersiveEngineering:bullet:0, 小型空弹壳
ImmersiveEngineering:bullet:1, 大型空弹壳
ImmersiveEngineering:bullet:2, 卡苏尔弹
ImmersiveEngineering:bullet:3, 穿甲弹
ImmersiveEngineering:bullet:4, 鹿弹
ImmersiveEngineering:bullet:5, 高爆弹
ImmersiveEngineering:bullet:6, 龙息弹
ImmersiveEngineering:bullet:7, 叶绿弹
ImmersiveEngineering:bullet:8, 狼群弹
ImmersiveEngineering:bullet:9, 银弹
ImmersiveEngineering:bullet:10, 药剂弹头
ImmersiveEngineering:fluidContainers:0, 杂酚油瓶
ImmersiveEngineering:fluidContainers:1, 杂酚油桶
ImmersiveEngineering:fluidContainers:2, 植物油瓶
ImmersiveEngineering:fluidContainers:3, 植物油桶
ImmersiveEngineering:fluidContainers:4, 乙醇瓶
ImmersiveEngineering:fluidContainers:5, 乙醇桶
ImmersiveEngineering:fluidContainers:6, 生物柴油瓶
ImmersiveEngineering:fluidContainers:7, 生物柴油桶
ImmersiveEngineering:drill:0, 采矿机械钻
ImmersiveEngineering:drillhead:0, 钢制钻头
ImmersiveEngineering:drillhead:1, 铁制钻头
ImmersiveEngineering:toolupgrade:0, 内置氧化剂罐
ImmersiveEngineering:toolupgrade:1, 高级润滑系统
ImmersiveEngineering:toolupgrade:2, 附加螺旋钻
ImmersiveEngineering:toolupgrade:3, 大型燃料缸
ImmersiveEngineering:toolupgrade:4, 刺刀
ImmersiveEngineering:toolupgrade:5, 扩充弹夹
ImmersiveEngineering:toolupgrade:6, 加强电子管
ImmersiveEngineering:toolupgrade:7, 聚焦喷嘴
ImmersiveEngineering:toolupgrade:8, 瞄准镜
ImmersiveEngineering:toolupgrade:9, 附加电容
ImmersiveEngineering:skyhook, 工程师天钩
ImmersiveEngineering:blueprint, 工程师蓝图
ImmersiveEngineering:graphiteElectrode, 石墨电极
ImmersiveEngineering:shader, 皮肤
ImmersiveEngineering:shaderBag, 皮肤奖励袋
ImmersiveEngineering:jerrycan, 油罐
ImmersiveEngineering:chemthrower, 化学喷射器
ImmersiveEngineering:railgun, 轨道炮
ImmersiveEngineering:mold:0, 金属冲压模具:板材
ImmersiveEngineering:mold:2, 金属冲压模具:金属杆
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
TConstruct:goldHead:0, 黄金头颅
TConstruct:strangeFood:0, 胶状黏液
TConstruct:strangeFood:1, 凝血
TConstruct:strangeFood:2, 培根
TConstruct:oreBerries:0, 铁矿莓
TConstruct:oreBerries:1, 金矿莓
TConstruct:oreBerries:2, 铜矿莓
TConstruct:oreBerries:3, 锡矿莓
TConstruct:oreBerries:4, 铝矿莓
TConstruct:oreBerries:5, 浓缩精华莓
TConstruct:titleIcon:0, 生成 蓝色史莱姆
TConstruct:titleIcon:1, 生成 史莱姆王
TConstruct:blankPattern:0, 空白模具
TConstruct:blankPattern:1, 空白铸模
TConstruct:blankPattern:2, 空白铸模
TConstruct:materials:0, 纸叠
TConstruct:materials:1, 史莱姆水晶
TConstruct:materials:2, 焦黑砖
TConstruct:materials:3, 钴锭
TConstruct:materials:4, 阿迪特锭
TConstruct:materials:5, 玛玉灵锭
TConstruct:materials:6, 苔藓球
TConstruct:materials:7, 熔岩水晶
TConstruct:materials:8, 凋零之骨
TConstruct:materials:9, 铜锭
TConstruct:materials:10, 锡锭
TConstruct:materials:11, 铝锭
TConstruct:materials:12, 生铝
TConstruct:materials:13, 青铜锭
TConstruct:materials:14, 铝黄铜锭
TConstruct:materials:15, 耐酸铝锭
TConstruct:materials:16, 钢锭
TConstruct:materials:17, 蓝色史莱姆水晶
TConstruct:materials:18, 黑曜石锭
TConstruct:materials:19, 铁粒
TConstruct:materials:20, 铜粒
TConstruct:materials:21, 锡粒
TConstruct:materials:22, 铝粒
TConstruct:materials:24, 铝黄铜粒
TConstruct:materials:25, 绢布
TConstruct:materials:26, 精致珠宝
TConstruct:materials:27, 黑曜石粒
TConstruct:materials:28, 钴粒
TConstruct:materials:29, 阿迪特粒
TConstruct:materials:30, 玛玉灵粒
TConstruct:materials:31, 青铜粒
TConstruct:materials:32, 耐酸铝粒
TConstruct:materials:33, 钢粒
TConstruct:materials:34, 生铁锭
TConstruct:materials:35, 生铁粒
TConstruct:materials:36, 凝胶球
TConstruct:materials:37, 焦黑砖
TConstruct:materials:38, 阿迪特粉
TConstruct:materials:39, 钴粉
TConstruct:materials:40, 铝粉
TConstruct:materials:41, 玛玉灵粉
TConstruct:materials:42, 铝黄铜粉
TConstruct:woodPattern:1, 手柄模具
TConstruct:woodPattern:2, 镐头模具
TConstruct:woodPattern:3, 铲头模具
TConstruct:woodPattern:4, 斧刃模具
TConstruct:woodPattern:5, 剑刃模具
TConstruct:woodPattern:6, 宽护手模具
TConstruct:woodPattern:7, 护手模具
TConstruct:woodPattern:8, 十字柄模具
TConstruct:woodPattern:9, 绑定结模具
TConstruct:woodPattern:10, 盘模具
TConstruct:woodPattern:11, 牌板模具
TConstruct:woodPattern:12, 刀刃模具
TConstruct:woodPattern:13, 凿刃模具
TConstruct:woodPattern:14, 坚韧手柄模具
TConstruct:woodPattern:15, 坚韧绑定结模具
TConstruct:woodPattern:16, 大板模具
TConstruct:woodPattern:17, 宽斧刃模具
TConstruct:woodPattern:18, 镰刀刀刃模具
TConstruct:woodPattern:19, 开掘铲头模具
TConstruct:woodPattern:20, 宽剑刃模具
TConstruct:woodPattern:21, 锤头模具
TConstruct:woodPattern:22, 大型护手模具
TConstruct:woodPattern:23, 弓弦模具
TConstruct:woodPattern:24, 箭羽模具
TConstruct:woodPattern:25, 箭头模具
TConstruct:manualBook:0, 匠魂宝典Ⅰ
TConstruct:manualBook:1, 匠魂宝典Ⅱ
TConstruct:manualBook:2, 冶炼秘术
TConstruct:manualBook:3, 匠人日记
TConstruct:manualBook:4, 工匠武器
TConstruct:pickaxe, 镐
TConstruct:shovel, 铲
TConstruct:hatchet, 手斧
TConstruct:broadsword, 大剑
TConstruct:longsword, 长剑
TConstruct:rapier, 西洋剑
TConstruct:dagger, 匕首
TConstruct:cutlass, 弯刀
TConstruct:frypan, 煎锅
TConstruct:battlesign, 战斗牌子
TConstruct:mattock, 鹤嘴锄
TConstruct:chisel, 凿子
TConstruct:lumberaxe, 伐木斧
TConstruct:cleaver, 劈刀
TConstruct:scythe, 镰刀
TConstruct:excavator, 开掘铲
TConstruct:hammer, 锤
TConstruct:battleaxe, 战斧
TConstruct:potionLauncher, 药水发射器
TConstruct:toolRod:0, 木手柄
TConstruct:toolRod:1, 石手柄
TConstruct:toolRod:2, 铁手柄
TConstruct:toolRod:3, 燧石手柄
TConstruct:toolRod:4, 仙人掌手柄
TConstruct:toolRod:5, 骨头手柄
TConstruct:toolRod:6, 黑曜石手柄
TConstruct:toolRod:7, 地狱岩手柄
TConstruct:toolRod:8, 史莱姆手柄
TConstruct:toolRod:9, 纸手柄
TConstruct:toolRod:10, 钴手柄
TConstruct:toolRod:11, 阿迪特手柄
TConstruct:toolRod:12, 玛玉灵手柄
TConstruct:toolRod:13, 铜手柄
TConstruct:toolRod:14, 青铜手柄
TConstruct:toolRod:15, 耐酸铝手柄
TConstruct:toolRod:16, 钢手柄
TConstruct:toolRod:17, 史莱姆手柄
TConstruct:toolRod:18, 生铁手柄
TConstruct:toolShard:1, 石碎片
TConstruct:toolShard:3, 燧石碎片
TConstruct:toolShard:4, 仙人掌碎片
TConstruct:toolShard:6, 黑曜石碎片
TConstruct:toolShard:7, 地狱岩碎片
TConstruct:toolShard:8, 史莱姆碎片
TConstruct:toolShard:17, 史莱姆碎片
TConstruct:pickaxeHead:0, 木镐头
TConstruct:pickaxeHead:1, 石镐头
TConstruct:pickaxeHead:2, 铁镐头
TConstruct:pickaxeHead:3, 燧石镐头
TConstruct:pickaxeHead:4, 仙人掌镐头
TConstruct:pickaxeHead:5, 骨头镐头
TConstruct:pickaxeHead:6, 黑曜石镐头
TConstruct:pickaxeHead:7, 地狱岩镐头
TConstruct:pickaxeHead:8, 史莱姆镐头
TConstruct:pickaxeHead:9, 纸镐头
TConstruct:pickaxeHead:10, 钴镐头
TConstruct:pickaxeHead:11, 阿迪特镐头
TConstruct:pickaxeHead:12, 玛玉灵镐头
TConstruct:pickaxeHead:13, 铜镐头
TConstruct:pickaxeHead:14, 青铜镐头
TConstruct:pickaxeHead:15, 耐酸铝镐头
TConstruct:pickaxeHead:16, 钢镐头
TConstruct:pickaxeHead:17, 史莱姆镐头
TConstruct:pickaxeHead:18, 生铁镐头
TConstruct:shovelHead:0, 木铲头
TConstruct:shovelHead:1, 石铲头
TConstruct:shovelHead:2, 铁铲头
TConstruct:shovelHead:3, 燧石铲头
TConstruct:shovelHead:4, 仙人掌铲头
TConstruct:shovelHead:5, 骨头铲头
TConstruct:shovelHead:6, 黑曜石铲头
TConstruct:shovelHead:7, 地狱岩铲头
TConstruct:shovelHead:8, 史莱姆铲头
TConstruct:shovelHead:9, 纸铲头
TConstruct:shovelHead:10, 钴铲头
TConstruct:shovelHead:11, 阿迪特铲头
TConstruct:shovelHead:12, 玛玉灵铲头
TConstruct:shovelHead:13, 铜铲头
TConstruct:shovelHead:14, 青铜铲头
TConstruct:shovelHead:15, 耐酸铝铲头
TConstruct:shovelHead:16, 钢铲头
TConstruct:shovelHead:17, 史莱姆铲头
TConstruct:shovelHead:18, 生铁铲头
TConstruct:hatchetHead:0, 木斧刃
TConstruct:hatchetHead:1, 石斧刃
TConstruct:hatchetHead:2, 铁斧刃
TConstruct:hatchetHead:3, 燧石斧刃
TConstruct:hatchetHead:4, 仙人掌斧刃
TConstruct:hatchetHead:5, 骨头斧刃
TConstruct:hatchetHead:6, 黑曜石斧刃
TConstruct:hatchetHead:7, 地狱岩斧刃
TConstruct:hatchetHead:8, 史莱姆斧刃
TConstruct:hatchetHead:9, 纸斧刃
TConstruct:hatchetHead:10, 钴斧刃
TConstruct:hatchetHead:11, 阿迪特斧刃
TConstruct:hatchetHead:12, 玛玉灵斧刃
TConstruct:hatchetHead:13, 铜斧刃
TConstruct:hatchetHead:14, 青铜斧刃
TConstruct:hatchetHead:15, 耐酸铝斧刃
TConstruct:hatchetHead:16, 钢斧刃
TConstruct:hatchetHead:17, 史莱姆斧刃
TConstruct:hatchetHead:18, 生铁斧刃
TConstruct:binding:0, 木绑定结
TConstruct:binding:1, 石绑定结
TConstruct:binding:2, 铁绑定结
TConstruct:binding:3, 燧石绑定结
TConstruct:binding:4, 仙人掌绑定结
TConstruct:binding:5, 骨头绑定结
TConstruct:binding:6, 黑曜石绑定结
TConstruct:binding:7, 地狱岩绑定结
TConstruct:binding:8, 史莱姆绑定结
TConstruct:binding:9, 纸绑定结
TConstruct:binding:10, 钴绑定结
TConstruct:binding:11, 阿迪特绑定结
TConstruct:binding:12, 玛玉灵绑定结
TConstruct:binding:13, 铜绑定结
TConstruct:binding:14, 青铜绑定结
TConstruct:binding:15, 耐酸铝绑定结
TConstruct:binding:16, 钢绑定结
TConstruct:binding:17, 史莱姆绑定结
TConstruct:binding:18, 生铁绑定结
TConstruct:toughBinding:0, 木坚韧绑定结
TConstruct:toughBinding:1, 石坚韧绑定结
TConstruct:toughBinding:2, 铁坚韧绑定结
TConstruct:toughBinding:3, 燧石坚韧绑定结
TConstruct:toughBinding:4, 仙人掌坚韧绑定结
TConstruct:toughBinding:5, 骨头坚韧绑定结
TConstruct:toughBinding:6, 黑曜石坚韧绑定结
TConstruct:toughBinding:7, 地狱岩坚韧绑定结
TConstruct:toughBinding:8, 史莱姆坚韧绑定结
TConstruct:toughBinding:9, 纸坚韧绑定结
TConstruct:toughBinding:10, 钴坚韧绑定结
TConstruct:toughBinding:11, 阿迪特坚韧绑定结
TConstruct:toughBinding:12, 玛玉灵坚韧绑定结
TConstruct:toughBinding:13, 铜坚韧绑定结
TConstruct:toughBinding:14, 青铜坚韧绑定结
TConstruct:toughBinding:15, 耐酸铝坚韧绑定结
TConstruct:toughBinding:16, 钢坚韧绑定结
TConstruct:toughBinding:17, 史莱姆坚韧绑定结
TConstruct:toughBinding:18, 生铁坚韧绑定结
TConstruct:toughRod:0, 木坚韧手柄
TConstruct:toughRod:1, 石坚韧手柄
TConstruct:toughRod:2, 铁坚韧手柄
TConstruct:toughRod:3, 燧石坚韧手柄
TConstruct:toughRod:4, 仙人掌坚韧手柄
TConstruct:toughRod:5, 骨头坚韧手柄
TConstruct:toughRod:6, 黑曜石坚韧手柄
TConstruct:toughRod:7, 地狱岩坚韧手柄
TConstruct:toughRod:8, 史莱姆坚韧手柄
TConstruct:toughRod:9, 纸坚韧手柄
TConstruct:toughRod:10, 钴坚韧手柄
TConstruct:toughRod:11, 阿迪特坚韧手柄
TConstruct:toughRod:12, 玛玉灵坚韧手柄
TConstruct:toughRod:13, 铜坚韧手柄
TConstruct:toughRod:14, 青铜坚韧手柄
TConstruct:toughRod:15, 耐酸铝坚韧手柄
TConstruct:toughRod:16, 钢坚韧手柄
TConstruct:toughRod:17, 史莱姆坚韧手柄
TConstruct:toughRod:18, 生铁坚韧手柄
TConstruct:heavyPlate:0, 木大板
TConstruct:heavyPlate:1, 石大板
TConstruct:heavyPlate:2, 铁大板
TConstruct:heavyPlate:3, 燧石大板
TConstruct:heavyPlate:4, 仙人掌大板
TConstruct:heavyPlate:5, 骨头大板
TConstruct:heavyPlate:6, 黑曜石大板
TConstruct:heavyPlate:7, 地狱岩大板
TConstruct:heavyPlate:8, 史莱姆大板
TConstruct:heavyPlate:9, 纸大板
TConstruct:heavyPlate:10, 钴大板
TConstruct:heavyPlate:11, 阿迪特大板
TConstruct:heavyPlate:12, 玛玉灵大板
TConstruct:heavyPlate:13, 铜大板
TConstruct:heavyPlate:14, 青铜大板
TConstruct:heavyPlate:15, 耐酸铝大板
TConstruct:heavyPlate:16, 钢大板
TConstruct:heavyPlate:17, 史莱姆大板
TConstruct:heavyPlate:18, 生铁大板
TConstruct:swordBlade:0, 木剑刃
TConstruct:swordBlade:1, 石剑刃
TConstruct:swordBlade:2, 铁剑刃
TConstruct:swordBlade:3, 燧石剑刃
TConstruct:swordBlade:4, 仙人掌剑刃
TConstruct:swordBlade:5, 骨头剑刃
TConstruct:swordBlade:6, 黑曜石剑刃
TConstruct:swordBlade:7, 地狱岩剑刃
TConstruct:swordBlade:8, 史莱姆剑刃
TConstruct:swordBlade:9, 纸剑刃
TConstruct:swordBlade:10, 钴剑刃
TConstruct:swordBlade:11, 阿迪特剑刃
TConstruct:swordBlade:12, 玛玉灵剑刃
TConstruct:swordBlade:13, 铜剑刃
TConstruct:swordBlade:14, 青铜剑刃
TConstruct:swordBlade:15, 耐酸铝剑刃
TConstruct:swordBlade:16, 钢剑刃
TConstruct:swordBlade:17, 史莱姆剑刃
TConstruct:swordBlade:18, 生铁剑刃
TConstruct:wideGuard:0, 木宽护手
TConstruct:wideGuard:1, 石宽护手
TConstruct:wideGuard:2, 铁宽护手
TConstruct:wideGuard:3, 燧石宽护手
TConstruct:wideGuard:4, 仙人掌宽护手
TConstruct:wideGuard:5, 骨头宽护手
TConstruct:wideGuard:6, 黑曜石宽护手
TConstruct:wideGuard:7, 地狱岩宽护手
TConstruct:wideGuard:8, 史莱姆宽护手
TConstruct:wideGuard:9, 纸宽护手
TConstruct:wideGuard:10, 钴宽护手
TConstruct:wideGuard:11, 阿迪特宽护手
TConstruct:wideGuard:12, 玛玉灵宽护手
TConstruct:wideGuard:13, 铜宽护手
TConstruct:wideGuard:14, 青铜宽护手
TConstruct:wideGuard:15, 耐酸铝宽护手
TConstruct:wideGuard:16, 钢宽护手
TConstruct:wideGuard:17, 史莱姆宽护手
TConstruct:wideGuard:18, 生铁宽护手
TConstruct:handGuard:0, 木护手
TConstruct:handGuard:1, 石护手
TConstruct:handGuard:2, 铁护手
TConstruct:handGuard:3, 燧石护手
TConstruct:handGuard:4, 仙人掌护手
TConstruct:handGuard:5, 骨头护手
TConstruct:handGuard:6, 黑曜石护手
TConstruct:handGuard:7, 地狱岩护手
TConstruct:handGuard:8, 史莱姆护手
TConstruct:handGuard:9, 纸护手
TConstruct:handGuard:10, 钴护手
TConstruct:handGuard:11, 阿迪特护手
TConstruct:handGuard:12, 玛玉灵护手
TConstruct:handGuard:13, 铜护手
TConstruct:handGuard:14, 青铜护手
TConstruct:handGuard:15, 耐酸铝护手
TConstruct:handGuard:16, 钢护手
TConstruct:handGuard:17, 史莱姆护手
TConstruct:handGuard:18, 生铁护手
TConstruct:crossbar:0, 木十字柄
TConstruct:crossbar:1, 石十字柄
TConstruct:crossbar:2, 铁十字柄
TConstruct:crossbar:3, 燧石十字柄
TConstruct:crossbar:4, 仙人掌十字柄
TConstruct:crossbar:5, 骨头十字柄
TConstruct:crossbar:6, 黑曜石十字柄
TConstruct:crossbar:7, 地狱岩十字柄
TConstruct:crossbar:8, 史莱姆十字柄
TConstruct:crossbar:9, 纸十字柄
TConstruct:crossbar:10, 钴十字柄
TConstruct:crossbar:11, 阿迪特十字柄
TConstruct:crossbar:12, 玛玉灵十字柄
TConstruct:crossbar:13, 铜十字柄
TConstruct:crossbar:14, 青铜十字柄
TConstruct:crossbar:15, 耐酸铝十字柄
TConstruct:crossbar:16, 钢十字柄
TConstruct:crossbar:17, 史莱姆十字柄
TConstruct:crossbar:18, 生铁十字柄
TConstruct:knifeBlade:0, 木刀刃
TConstruct:knifeBlade:1, 石刀刃
TConstruct:knifeBlade:2, 铁刀刃
TConstruct:knifeBlade:3, 燧石刀刃
TConstruct:knifeBlade:4, 仙人掌刀刃
TConstruct:knifeBlade:5, 骨头刀刃
TConstruct:knifeBlade:6, 黑曜石刀刃
TConstruct:knifeBlade:7, 地狱岩刀刃
TConstruct:knifeBlade:8, 史莱姆刀刃
TConstruct:knifeBlade:9, 纸刀刃
TConstruct:knifeBlade:10, 钴刀刃
TConstruct:knifeBlade:11, 阿迪特刀刃
TConstruct:knifeBlade:12, 玛玉灵刀刃
TConstruct:knifeBlade:13, 铜刀刃
TConstruct:knifeBlade:14, 青铜刀刃
TConstruct:knifeBlade:15, 耐酸铝刀刃
TConstruct:knifeBlade:16, 钢刀刃
TConstruct:knifeBlade:17, 史莱姆刀刃
TConstruct:knifeBlade:18, 生铁刀刃
TConstruct:frypanHead:0, 木盘
TConstruct:frypanHead:1, 石盘
TConstruct:frypanHead:2, 铁盘
TConstruct:frypanHead:3, 燧石盘
TConstruct:frypanHead:4, 仙人掌盘
TConstruct:frypanHead:5, 骨头盘
TConstruct:frypanHead:6, 黑曜石盘
TConstruct:frypanHead:7, 地狱岩盘
TConstruct:frypanHead:8, 史莱姆盘
TConstruct:frypanHead:9, 纸盘
TConstruct:frypanHead:10, 钴盘
TConstruct:frypanHead:11, 阿迪特盘
TConstruct:frypanHead:12, 玛玉灵盘
TConstruct:frypanHead:13, 铜盘
TConstruct:frypanHead:14, 青铜盘
TConstruct:frypanHead:15, 耐酸铝盘
TConstruct:frypanHead:16, 钢盘
TConstruct:frypanHead:17, 史莱姆盘
TConstruct:frypanHead:18, 生铁盘
TConstruct:signHead:0, 木牌板
TConstruct:signHead:1, 石牌板
TConstruct:signHead:2, 铁牌板
TConstruct:signHead:3, 燧石牌板
TConstruct:signHead:4, 仙人掌牌板
TConstruct:signHead:5, 骨头牌板
TConstruct:signHead:6, 黑曜石牌板
TConstruct:signHead:7, 地狱岩牌板
TConstruct:signHead:8, 史莱姆牌板
TConstruct:signHead:9, 纸牌板
TConstruct:signHead:10, 钴牌板
TConstruct:signHead:11, 阿迪特牌板
TConstruct:signHead:12, 玛玉灵牌板
TConstruct:signHead:13, 铜牌板
TConstruct:signHead:14, 青铜牌板
TConstruct:signHead:15, 耐酸铝牌板
TConstruct:signHead:16, 钢牌板
TConstruct:signHead:17, 史莱姆牌板
TConstruct:signHead:18, 生铁牌板
TConstruct:chiselHead:0, 木凿刃
TConstruct:chiselHead:1, 石凿刃
TConstruct:chiselHead:2, 铁凿刃
TConstruct:chiselHead:3, 燧石凿刃
TConstruct:chiselHead:4, 仙人掌凿刃
TConstruct:chiselHead:5, 骨头凿刃
TConstruct:chiselHead:6, 黑曜石凿刃
TConstruct:chiselHead:7, 地狱岩凿刃
TConstruct:chiselHead:8, 史莱姆凿刃
TConstruct:chiselHead:9, 纸凿刃
TConstruct:chiselHead:10, 钴凿刃
TConstruct:chiselHead:11, 阿迪特凿刃
TConstruct:chiselHead:12, 玛玉灵凿刃
TConstruct:chiselHead:13, 铜凿刃
TConstruct:chiselHead:14, 青铜凿刃
TConstruct:chiselHead:15, 耐酸铝凿刃
TConstruct:chiselHead:16, 钢凿刃
TConstruct:chiselHead:17, 史莱姆凿刃
TConstruct:chiselHead:18, 生铁凿刃
TConstruct:scytheBlade:0, 木镰刀刀刃
TConstruct:scytheBlade:1, 石镰刀刀刃
TConstruct:scytheBlade:2, 铁镰刀刀刃
TConstruct:scytheBlade:3, 燧石镰刀刀刃
TConstruct:scytheBlade:4, 仙人掌镰刀刀刃
TConstruct:scytheBlade:5, 骨头镰刀刀刃
TConstruct:scytheBlade:6, 黑曜石镰刀刀刃
TConstruct:scytheBlade:7, 地狱岩镰刀刀刃
TConstruct:scytheBlade:8, 史莱姆镰刀刀刃
TConstruct:scytheBlade:9, 纸镰刀刀刃
TConstruct:scytheBlade:10, 钴镰刀刀刃
TConstruct:scytheBlade:11, 阿迪特镰刀刀刃
TConstruct:scytheBlade:12, 玛玉灵镰刀刀刃
TConstruct:scytheBlade:13, 铜镰刀刀刃
TConstruct:scytheBlade:14, 青铜镰刀刀刃
TConstruct:scytheBlade:15, 耐酸铝镰刀刀刃
TConstruct:scytheBlade:16, 钢镰刀刀刃
TConstruct:scytheBlade:17, 史莱姆镰刀刀刃
TConstruct:scytheBlade:18, 生铁镰刀刀刃
TConstruct:broadAxeHead:0, 木宽斧刃
TConstruct:broadAxeHead:1, 石宽斧刃
TConstruct:broadAxeHead:2, 铁宽斧刃
TConstruct:broadAxeHead:3, 燧石宽斧刃
TConstruct:broadAxeHead:4, 仙人掌宽斧刃
TConstruct:broadAxeHead:5, 骨头宽斧刃
TConstruct:broadAxeHead:6, 黑曜石宽斧刃
TConstruct:broadAxeHead:7, 地狱岩宽斧刃
TConstruct:broadAxeHead:8, 史莱姆宽斧刃
TConstruct:broadAxeHead:9, 纸宽斧刃
TConstruct:broadAxeHead:10, 钴宽斧刃
TConstruct:broadAxeHead:11, 阿迪特宽斧刃
TConstruct:broadAxeHead:12, 玛玉灵宽斧刃
TConstruct:broadAxeHead:13, 铜宽斧刃
TConstruct:broadAxeHead:14, 青铜宽斧刃
TConstruct:broadAxeHead:15, 耐酸铝宽斧刃
TConstruct:broadAxeHead:16, 钢宽斧刃
TConstruct:broadAxeHead:17, 史莱姆宽斧刃
TConstruct:broadAxeHead:18, 生铁宽斧刃
TConstruct:excavatorHead:0, 木开掘铲头
TConstruct:excavatorHead:1, 石开掘铲头
TConstruct:excavatorHead:2, 铁开掘铲头
TConstruct:excavatorHead:3, 燧石开掘铲头
TConstruct:excavatorHead:4, 仙人掌开掘铲头
TConstruct:excavatorHead:5, 骨头开掘铲头
TConstruct:excavatorHead:6, 黑曜石开掘铲头
TConstruct:excavatorHead:7, 地狱岩开掘铲头
TConstruct:excavatorHead:8, 史莱姆开掘铲头
TConstruct:excavatorHead:9, 纸开掘铲头
TConstruct:excavatorHead:10, 钴开掘铲头
TConstruct:excavatorHead:11, 阿迪特开掘铲头
TConstruct:excavatorHead:12, 玛玉灵开掘铲头
TConstruct:excavatorHead:13, 铜开掘铲头
TConstruct:excavatorHead:14, 青铜开掘铲头
TConstruct:excavatorHead:15, 耐酸铝开掘铲头
TConstruct:excavatorHead:16, 钢开掘铲头
TConstruct:excavatorHead:17, 史莱姆开掘铲头
TConstruct:excavatorHead:18, 生铁开掘铲头
TConstruct:largeSwordBlade:0, 木大剑刃
TConstruct:largeSwordBlade:1, 石大剑刃
TConstruct:largeSwordBlade:2, 铁大剑刃
TConstruct:largeSwordBlade:3, 燧石大剑刃
TConstruct:largeSwordBlade:4, 仙人掌大剑刃
TConstruct:largeSwordBlade:5, 骨头大剑刃
TConstruct:largeSwordBlade:6, 黑曜石大剑刃
TConstruct:largeSwordBlade:7, 地狱岩大剑刃
TConstruct:largeSwordBlade:8, 史莱姆大剑刃
TConstruct:largeSwordBlade:9, 纸大剑刃
